Scaffold,start,end,dir,feature,CGI_ID,type,ID,Description
scaffold1849,338735,340065,1,gene,CGI_10015919,transcript,EKC23906,Acetyl-CoA carboxylase 2 
scaffold1849,345198,370191,1,gene,CGI_10015920,transcript,EKC23907,Neuroglian 
scaffold1849,385434,394817,1,gene,CGI_10015921,transcript,EKC23908,Neural cell adhesion molecule L1 
scaffold1849,431633,445199,1,gene,CGI_10015922,transcript,EKC23909,Contactin-5 
scaffold1849,446822,449136,1,gene,CGI_10015923,transcript,EKC23910,
C34708,9090,9485,1,gene,CGI_10001346,transcript,EKC17265,Toll-like receptor 13 
scaffold54,56484,61358,-1,gene,CGI_10023652,transcript,EKC42538,Angiotensin-converting enzyme 
scaffold54,71574,77955,1,gene,CGI_10023653,transcript,EKC42539,Solute carrier family 13 member 2 
scaffold54,79485,84388,1,gene,CGI_10023654,transcript,EKC42540,
scaffold54,97641,114427,-1,gene,CGI_10023656,transcript,EKC42541,Ectonucleotide pyrophosphatase/phosphodiesterase family member 6 
scaffold54,115874,120683,1,gene,CGI_10023657,transcript,EKC42542,Ectonucleotide pyrophosphatase/phosphodiesterase family member 6 
scaffold54,121502,140992,-1,gene,CGI_10023658,transcript,EKC42543,Tetraspanin-7 
scaffold54,140998,143933,1,gene,CGI_10023659,transcript,EKC42544,
scaffold54,147210,157088,1,gene,CGI_10023660,transcript,EKC42545,
scaffold54,157601,180915,-1,gene,CGI_10023661,transcript,EKC42546,Serine protease inhibitor dipetalogastin 
scaffold54,181462,181710,1,gene,CGI_10023662,transcript,EKC42547,
scaffold54,182692,184748,1,gene,CGI_10023663,transcript,EKC42548,
scaffold54,199613,201685,1,gene,CGI_10023664,transcript,EKC42549,
scaffold54,208451,212677,1,gene,CGI_10023665,transcript,EKC42550,
scaffold54,215499,217535,-1,gene,CGI_10023666,transcript,EKC42551,Leydig cell tumor 10 kDa-like protein 
scaffold54,218631,228398,1,gene,CGI_10023667,transcript,EKC42552,Sterile alpha and TIR motif-containing protein 1 
scaffold54,236741,244207,1,gene,CGI_10023669,transcript,EKC42553,
scaffold54,244986,246873,1,gene,CGI_10023670,transcript,EKC42554,
scaffold54,256700,257630,-1,gene,CGI_10023671,transcript,EKC42555,Ras-like GTP-binding protein RYL1 
scaffold54,273230,276432,-1,gene,CGI_10023672,transcript,EKC42556,GTP-binding protein ypt1 
scaffold54,290751,296776,1,gene,CGI_10023673,transcript,EKC42557,Unc-93-like protein A 
scaffold54,305682,310136,1,gene,CGI_10023674,transcript,EKC42558,
scaffold54,323502,327932,1,gene,CGI_10023675,transcript,EKC42559,
scaffold54,367276,385842,-1,gene,CGI_10023676,transcript,EKC42560,Dual serine/threonine and tyrosine protein kinase 
scaffold54,386313,414759,1,gene,CGI_10023677,transcript,EKC42561,Protein pigeon 
scaffold54,416449,429362,-1,gene,CGI_10023678,transcript,EKC42562,Nuclear protein MDM1 
scaffold54,429514,434144,-1,gene,CGI_10023679,transcript,EKC42563,Phosducin-like protein 
scaffold54,436805,436978,1,gene,CGI_10023680,transcript,EKC42564,
scaffold54,437381,437815,1,gene,CGI_10023681,transcript,EKC42565,BTB and MATH domain-containing protein 36 
scaffold54,446803,455844,-1,gene,CGI_10023683,transcript,EKC42566,
scaffold54,458821,492283,-1,gene,CGI_10023684,transcript,EKC42567,Plasma membrane calcium-transporting ATPase 3 
scaffold54,610117,618028,1,gene,CGI_10023685,transcript,EKC42568,"Steroid 17-alpha-hydroxylase/17,20 lyase "
scaffold54,643828,644541,-1,gene,CGI_10023686,transcript,EKC42569,Achaete-scute-like protein 5 
scaffold54,652276,663428,1,gene,CGI_10023687,transcript,EKC42570,
scaffold54,665380,671765,1,gene,CGI_10023688,transcript,EKC42571,Zinc finger MYM-type protein 3 
scaffold54,688087,689745,-1,gene,CGI_10023689,transcript,EKC42572,Tripartite motif-containing protein 2 
scaffold54,691256,701357,1,gene,CGI_10023690,transcript,EKC42573,
scaffold54,702441,721882,1,gene,CGI_10023691,transcript,EKC42574,
scaffold54,728181,741907,1,gene,CGI_10023692,transcript,EKC42575,
scaffold54,745865,752608,1,gene,CGI_10023693,transcript,EKC42576,
scaffold54,753061,757583,1,gene,CGI_10023694,transcript,EKC42577,
scaffold54,762475,777648,1,gene,CGI_10023695,transcript,EKC42578,
scaffold54,778899,780884,1,gene,CGI_10023696,transcript,EKC42579,
scaffold42402,6137,7839,-1,gene,CGI_10006787,transcript,EKC20114,
scaffold42402,34936,36704,1,gene,CGI_10006788,transcript,EKC20115,
scaffold42402,37273,38151,-1,gene,CGI_10006789,transcript,EKC20116,Isopenicillin N synthetase 
scaffold42402,39853,52134,-1,gene,CGI_10006790,transcript,EKC20117,Glycerol-3-phosphate dehydrogenase
scaffold42402,53081,65258,1,gene,CGI_10006791,transcript,EKC20118,Tax1-binding protein 1-like protein B 
scaffold42402,67382,80862,-1,gene,CGI_10006792,transcript,EKC20119,Microtubule-associated serine/threonine-protein kinase-like protein 
scaffold42402,90325,106302,1,gene,CGI_10006793,transcript,EKC20120,Armadillo repeat protein deleted in velo-cardio-facial syndrome-like protein 
scaffold42402,111265,122363,-1,gene,CGI_10006794,transcript,EKC20121,
scaffold42402,127799,151962,1,gene,CGI_10006796,transcript,EKC20122,Fibrillin-3 
scaffold43878,19366,41477,-1,gene,CGI_10013710,transcript,EKC18296,Tyrosine-protein kinase receptor Tie-1 
scaffold43878,63246,64902,1,gene,CGI_10013712,transcript,EKC18297,
scaffold43878,80366,82907,-1,gene,CGI_10013713,transcript,EKC18298,Cystatin-A 
scaffold43878,82917,92045,-1,gene,CGI_10013714,transcript,EKC18299,
scaffold43878,94029,94719,1,gene,CGI_10013715,transcript,EKC18300,Cystatin-A3 
scaffold43878,103883,107410,-1,gene,CGI_10013716,transcript,EKC18301,
scaffold43878,109414,110104,1,gene,CGI_10013717,transcript,EKC18302,Cystatin-A3 
scaffold43878,144572,146949,1,gene,CGI_10013718,transcript,EKC18303,Zinc metalloproteinase nas-39 
scaffold43878,151490,151774,-1,gene,CGI_10013719,transcript,EKC18304,
scaffold43878,158446,163606,1,gene,CGI_10013720,transcript,EKC18305,
scaffold43878,164633,165019,1,gene,CGI_10013721,transcript,EKC18306,
scaffold43878,169203,176969,-1,gene,CGI_10013722,transcript,EKC18307,Protein OS-9 
scaffold43878,204497,208557,-1,gene,CGI_10013723,transcript,EKC18308,Aquaporin-4 
scaffold43878,236921,244910,-1,gene,CGI_10013724,transcript,EKC18309,Baculoviral IAP repeat-containing protein 3 
scaffold43878,245142,245711,-1,gene,CGI_10013725,transcript,EKC18310,Putative G-protein coupled receptor C02B8.5 
scaffold43878,276069,281360,-1,gene,CGI_10013726,transcript,EKC18311,
scaffold43878,283494,288057,-1,gene,CGI_10013727,transcript,EKC18312,
scaffold43878,290968,292511,1,gene,CGI_10013728,transcript,EKC18313,
scaffold43878,296118,296828,1,gene,CGI_10013729,transcript,EKC18314,
scaffold43878,297004,298011,1,gene,CGI_10013730,transcript,EKC18315,
scaffold43878,300492,307438,-1,gene,CGI_10013731,transcript,EKC18316,
scaffold43878,331528,360286,1,gene,CGI_10013732,transcript,EKC18317,Structural maintenance of chromosomes flexible hinge domain-containing protein 1 
scaffold43742,2266,18030,1,gene,CGI_10012103,transcript,EKC18496,
scaffold43742,43173,48825,1,gene,CGI_10012105,transcript,EKC18497,
scaffold43742,50702,51472,-1,gene,CGI_10012106,transcript,EKC18498,
scaffold43742,60574,131442,-1,gene,CGI_10012107,transcript,EKC18499,
scaffold43742,136662,138333,-1,gene,CGI_10012109,transcript,EKC18500,
scaffold43742,140885,169411,-1,gene,CGI_10012110,transcript,EKC18501,Parathyroid hormone/parathyroid hormone-related peptide receptor 
scaffold43742,178901,184069,-1,gene,CGI_10012111,transcript,EKC18502,
scaffold43742,186065,190332,1,gene,CGI_10012112,transcript,EKC18503,Gastrula zinc finger protein XlCGF9.1 
scaffold43742,191792,220500,1,gene,CGI_10012113,transcript,EKC18504,Calpain-9 
scaffold43742,243416,247249,-1,gene,CGI_10012115,transcript,EKC18505,Post-GPI attachment to proteins factor 2-like protein 
scaffold43742,248999,252146,1,gene,CGI_10012116,transcript,EKC18506,WD repeat-containing protein 55 
scaffold43742,255746,258383,1,gene,CGI_10012117,transcript,EKC18507,Heat shock 70 kDa protein 12A 
scaffold43742,259973,272295,1,gene,CGI_10012118,transcript,EKC18508,PDZ domain-containing protein 8 
scaffold43742,301820,305908,-1,gene,CGI_10012120,transcript,EKC18509,Amiloride-sensitive cation channel 4-B 
scaffold1083,9851,12194,1,gene,CGI_10016517,transcript,EKC30455,
scaffold1083,16607,19108,1,gene,CGI_10016518,transcript,EKC30456,Translin-associated protein X 
scaffold1083,22185,36009,-1,gene,CGI_10016519,transcript,EKC30457,Kinesin-like protein KIF16B 
scaffold1083,36861,38258,-1,gene,CGI_10016520,transcript,EKC30458,Phosphatidylinositol-glycan biosynthesis class F protein 
scaffold1083,39900,40401,1,gene,CGI_10016521,transcript,EKC30459,F-box only protein 48 
scaffold1083,46682,53883,-1,gene,CGI_10016522,transcript,EKC30460,
scaffold1083,61710,80722,1,gene,CGI_10016523,transcript,EKC30461,A-kinase anchor protein 6 
scaffold1083,86495,101075,-1,gene,CGI_10016524,transcript,EKC30462,UPF0698 transmembrane protein C14orf83 
scaffold1083,105438,111865,1,gene,CGI_10016525,transcript,EKC30463,Angel-like protein 2 
scaffold1083,113331,117786,-1,gene,CGI_10016526,transcript,EKC30464,Vasohibin-1 
scaffold1083,123062,132804,-1,gene,CGI_10016527,transcript,EKC30465,Multidrug resistance-associated protein 7 
scaffold1083,147246,159934,1,gene,CGI_10016528,transcript,EKC30466,Ribosomal protein S6 kinase alpha-5 
scaffold1083,165337,167184,-1,gene,CGI_10016529,transcript,EKC30467,UPF0566 protein 
scaffold1083,170100,187854,1,gene,CGI_10016530,transcript,EKC30468,Phosphorylase 
scaffold1083,190041,194178,-1,gene,CGI_10016531,transcript,EKC30469,
scaffold1083,206329,216078,-1,gene,CGI_10016532,transcript,EKC30470,RNA polymerase II-associated factor 1-like protein 
scaffold1083,221514,224589,1,gene,CGI_10016533,transcript,EKC30471,Alkylated DNA repair protein alkB-like protein 1 
scaffold1083,228621,231717,1,gene,CGI_10016534,transcript,EKC30472,Neutral and basic amino acid transport protein rBAT 
scaffold1083,258713,261737,1,gene,CGI_10016535,transcript,EKC30473,
scaffold1083,265142,267063,1,gene,CGI_10016536,transcript,EKC30474,Inositol oxygenase 
scaffold1083,277261,285007,1,gene,CGI_10016537,transcript,EKC30475,MAGUK p55 subfamily member 7 
scaffold1083,287720,308080,1,gene,CGI_10016538,transcript,EKC30476,
scaffold1083,309684,319649,1,gene,CGI_10016539,transcript,EKC30477,Nucleolar protein 58 
scaffold1083,337287,341749,-1,gene,CGI_10016540,transcript,EKC30478,Atrial natriuretic peptide receptor A 
scaffold1083,348188,353173,-1,gene,CGI_10016541,transcript,EKC30479,Guanylate cyclase 32E 
scaffold1083,362475,365151,-1,gene,CGI_10016542,transcript,EKC30480,Cyclin-dependent kinases regulatory subunit 1 
scaffold1083,368633,371856,1,gene,CGI_10016543,transcript,EKC30481,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial "
scaffold1083,373379,376048,-1,gene,CGI_10016544,transcript,EKC30482,
scaffold1083,383395,393836,1,gene,CGI_10016545,transcript,EKC30483,Nicastrin 
scaffold1083,397301,414333,-1,gene,CGI_10016546,transcript,EKC30484,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 "
scaffold1083,416660,428480,-1,gene,CGI_10016547,transcript,EKC30485,"Signal peptide, CUB and EGF-like domain-containing protein 2 "
scaffold1083,435837,458107,1,gene,CGI_10016548,transcript,EKC30486,
scaffold525,58067,60404,1,gene,CGI_10008573,transcript,EKC35596,
scaffold525,108266,111002,1,gene,CGI_10008574,transcript,EKC35597,"Cytochrome c oxidase subunit 6A1, mitochondrial "
scaffold525,146699,175472,-1,gene,CGI_10008575,transcript,EKC35598,MAM domain-containing glycosylphosphatidylinositol anchor protein 1 
scaffold525,178983,179177,1,gene,CGI_10008576,transcript,EKC35599,
scaffold41900,1992,42353,-1,gene,CGI_10005815,transcript,EKC20555,Transient receptor potential cation channel subfamily M member 6 
scaffold41900,42792,46989,-1,gene,CGI_10005816,transcript,EKC20556,Transient receptor potential cation channel subfamily M member 6 
scaffold41900,96016,103390,-1,gene,CGI_10005818,transcript,EKC20557,Transient receptor potential cation channel subfamily M member 1 
scaffold41900,132371,132940,-1,gene,CGI_10005819,transcript,EKC20558,
scaffold41900,133258,134947,-1,gene,CGI_10005820,transcript,EKC20559,MMS19 nucleotide excision repair-like protein 
scaffold41900,135380,137224,-1,gene,CGI_10005821,transcript,EKC20560,
scaffold34510,1824,13493,1,gene,CGI_10001303,transcript,EKC22884,Hemicentin-1 
scaffold34510,17594,17923,1,gene,CGI_10001304,transcript,EKC22885,
scaffold1417,12062,13572,1,gene,CGI_10005066,transcript,EKC27470,
scaffold1417,13635,14177,1,gene,CGI_10005067,transcript,EKC27471,
scaffold1417,14226,14561,1,gene,CGI_10005068,transcript,EKC27472,
scaffold1417,16568,16741,1,gene,CGI_10005069,transcript,EKC27473,
scaffold1417,36257,36448,1,gene,CGI_10005070,transcript,EKC27474,
scaffold1417,60657,68034,1,gene,CGI_10005071,transcript,EKC27475,Protein mab-21 
scaffold35898,4019,27136,1,gene,CGI_10001646,transcript,EKC22704,Heat shock 70 kDa protein 12A 
scaffold960,778,4704,-1,gene,CGI_10013404,transcript,EKC31588,Homeobox protein not2 
scaffold960,55660,60265,1,gene,CGI_10013405,transcript,EKC31589,Upstream activation factor subunit spp27 
scaffold960,64101,68551,-1,gene,CGI_10013406,transcript,EKC31590,
scaffold960,73398,73799,-1,gene,CGI_10013407,transcript,EKC31591,
scaffold960,76560,77024,1,gene,CGI_10013408,transcript,EKC31592,
scaffold960,129248,129598,1,gene,CGI_10013409,transcript,EKC31593,
scaffold960,142943,143857,1,gene,CGI_10013410,transcript,EKC31594,
scaffold960,158990,160195,-1,gene,CGI_10013411,transcript,EKC31595,FMRFamide receptor 
scaffold960,214096,222105,1,gene,CGI_10013412,transcript,EKC31596,
scaffold960,309342,313307,1,gene,CGI_10013413,transcript,EKC31597,KiSS-1 receptor 
scaffold960,313528,314487,1,gene,CGI_10013414,transcript,EKC31598,Galanin receptor type 2 
C29202,2878,3102,1,gene,CGI_10000501,transcript,EKC17595,Fibrinogen C domain-containing protein 1-B 
scaffold38354,16578,29918,1,gene,CGI_10002724,transcript,EKC22142,Arylacetamide deacetylase 
scaffold38354,31746,32589,-1,gene,CGI_10002725,transcript,EKC22143,
scaffold38354,33395,39615,1,gene,CGI_10002726,transcript,EKC22144,Mediator of RNA polymerase II transcription subunit 28 
scaffold38354,40632,41686,-1,gene,CGI_10002727,transcript,EKC22145,
scaffold38354,43202,53159,-1,gene,CGI_10002728,transcript,EKC22146,
scaffold1500,16,285,1,gene,CGI_10007895,transcript,EKC27015,Gem-associated protein 7 
scaffold1500,49749,53516,1,gene,CGI_10007896,transcript,EKC27016,Protocadherin Fat 4 
scaffold1500,118785,139886,1,gene,CGI_10007897,transcript,EKC27017,
scaffold1500,143334,143531,-1,gene,CGI_10007899,transcript,EKC27018,
scaffold1500,171651,188068,-1,gene,CGI_10007900,transcript,EKC27019,
scaffold1500,189813,190652,1,gene,CGI_10007901,transcript,EKC27020,Tripartite motif-containing protein 2 
scaffold1500,191252,191479,-1,gene,CGI_10007902,transcript,EKC27021,
scaffold41824,1682,11654,1,gene,CGI_10005707,transcript,EKC20643,
scaffold41824,18136,51013,-1,gene,CGI_10005708,transcript,EKC20644,"1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-4 "
scaffold41824,65241,104767,-1,gene,CGI_10005710,transcript,EKC20645,Putative RNA-dependent RNA polymerase SHL2 
scaffold41824,122329,122532,-1,gene,CGI_10005711,transcript,EKC20646,
scaffold41824,126112,130432,-1,gene,CGI_10005712,transcript,EKC20647,Putative RNA-dependent RNA polymerase 2 
scaffold1206,24898,29239,1,gene,CGI_10002106,transcript,EKC29316,
scaffold1206,34106,36074,-1,gene,CGI_10002107,transcript,EKC29317,
scaffold1362,666,18667,1,gene,CGI_10023924,transcript,EKC27801,
scaffold1362,34008,34678,1,gene,CGI_10023925,transcript,EKC27802,
scaffold1362,57495,60087,-1,gene,CGI_10023926,transcript,EKC27803,
scaffold1362,61323,65307,-1,gene,CGI_10023927,transcript,EKC27804,Monomeric sarcosine oxidase 
scaffold1362,76589,87812,1,gene,CGI_10023928,transcript,EKC27805,L-sorbose 1-dehydrogenase 
scaffold1362,121469,131213,1,gene,CGI_10023929,transcript,EKC27806,Synaptotagmin-C 
scaffold1362,133219,139042,-1,gene,CGI_10023930,transcript,EKC27807,Glutathione gamma-glutamylcysteinyltransferase 3 
scaffold1362,159076,170659,1,gene,CGI_10023931,transcript,EKC27808,Pancreatic triacylglycerol lipase 
scaffold1362,178873,194785,-1,gene,CGI_10023933,transcript,EKC27809,Kelch-like protein 3 
scaffold1362,196782,238172,-1,gene,CGI_10023934,transcript,EKC27810,Diaphanous-like protein 2 
scaffold1362,242942,243943,1,gene,CGI_10023935,transcript,EKC27811,Histamine H3 receptor 
scaffold1362,264769,270928,1,gene,CGI_10023936,transcript,EKC27812,Histamine H4 receptor 
scaffold1362,276958,284523,1,gene,CGI_10023938,transcript,EKC27813,Kinesin-associated protein 3 
scaffold1362,318915,327618,-1,gene,CGI_10023939,transcript,EKC27814,Formin-like protein 11 
scaffold1362,330460,343507,-1,gene,CGI_10023940,transcript,EKC27815,
scaffold1362,344854,375688,1,gene,CGI_10023941,transcript,EKC27816,Unc-80-like protein 
scaffold1362,378943,383486,-1,gene,CGI_10023942,transcript,EKC27817,
scaffold1362,383825,399196,1,gene,CGI_10023943,transcript,EKC27818,Transient receptor potential cation channel subfamily V member 6 
scaffold1362,501660,502067,-1,gene,CGI_10023944,transcript,EKC27819,
scaffold1362,502555,508195,1,gene,CGI_10023945,transcript,EKC27820,
scaffold1362,572276,574419,-1,gene,CGI_10023946,transcript,EKC27821,
scaffold1362,587546,595826,-1,gene,CGI_10023947,transcript,EKC27822,
scaffold1362,596653,596988,-1,gene,CGI_10023948,transcript,EKC27823,
scaffold1362,611483,616770,-1,gene,CGI_10023950,transcript,EKC27824,Galectin-4 
scaffold1362,620620,621905,-1,gene,CGI_10023951,transcript,EKC27825,
scaffold1362,622281,624843,-1,gene,CGI_10023952,transcript,EKC27826,
scaffold1362,642322,674075,-1,gene,CGI_10023953,transcript,EKC27827,Dachshund-like protein 1 
scaffold1362,691736,715477,-1,gene,CGI_10023954,transcript,EKC27828,Transmembrane protein 33 
scaffold1362,723150,730221,-1,gene,CGI_10023955,transcript,EKC27829,Heart-and neural crest derivatives-expressed protein 2 
scaffold1362,738469,742315,-1,gene,CGI_10023956,transcript,EKC27830,rRNA 2'-O-methyltransferase fibrillarin 
scaffold1362,744274,745518,1,gene,CGI_10023957,transcript,EKC27831,Tripartite motif-containing protein 2 
scaffold1362,749422,756477,1,gene,CGI_10023958,transcript,EKC27832,
scaffold1362,758623,760203,1,gene,CGI_10023959,transcript,EKC27833,
scaffold1362,763275,765179,-1,gene,CGI_10023960,transcript,EKC27834,Caspase-8 
scaffold1362,765402,771059,-1,gene,CGI_10023961,transcript,EKC27835,CASP8 and FADD-like apoptosis regulator 
scaffold1362,796383,802516,1,gene,CGI_10023962,transcript,EKC27836,Cardioacceleratory peptide receptor 
scaffold1362,803840,805341,1,gene,CGI_10023963,transcript,EKC27837,
scaffold1362,805413,806249,-1,gene,CGI_10023964,transcript,EKC27838,Ankyrin repeat and SOCS box protein 8 
scaffold1362,828904,842521,1,gene,CGI_10023966,transcript,EKC27839,Kelch domain-containing protein 2 
scaffold1362,858575,876239,1,gene,CGI_10023968,transcript,EKC27840,
scaffold569,180,24552,-1,gene,CGI_10009492,transcript,EKC35181,RNA-binding protein 26 
scaffold569,32554,62247,1,gene,CGI_10009494,transcript,EKC35182,Neurogenic locus notch-like protein 3 
scaffold569,88507,89757,-1,gene,CGI_10009495,transcript,EKC35183,DnaJ-like protein subfamily B member 4 
scaffold569,93334,114910,-1,gene,CGI_10009496,transcript,EKC35184,Transient receptor potential cation channel subfamily A member 1 
scaffold569,118101,122403,-1,gene,CGI_10009497,transcript,EKC35185,Caspase recruitment domain-containing protein 11 
scaffold569,133999,168874,1,gene,CGI_10009498,transcript,EKC35186,Quinone oxidoreductase 
scaffold569,175420,185854,-1,gene,CGI_10009501,transcript,EKC35187,"Methylmalonyl-CoA mutase, mitochondrial "
scaffold569,203091,203876,1,gene,CGI_10009502,transcript,EKC35188,
scaffold39390,2158,9682,1,gene,CGI_10003344,transcript,EKC21772,
scaffold39390,11907,13770,1,gene,CGI_10003345,transcript,EKC21773,Pancreatic triacylglycerol lipase 
scaffold39390,13886,14382,-1,gene,CGI_10003346,transcript,EKC21774,
scaffold39390,16276,29627,-1,gene,CGI_10003347,transcript,EKC21775,SCO-spondin 
scaffold39390,32560,47782,1,gene,CGI_10003348,transcript,EKC21776,"Dynein-1-beta heavy chain, flagellar inner arm I1 complex "
scaffold39390,52162,58412,-1,gene,CGI_10003349,transcript,EKC21777,
C26458,398,1121,-1,gene,CGI_10000303,transcript,EKC17719,
scaffold30348,3714,5670,-1,gene,CGI_10000610,transcript,EKC23083,Protein TANC2 
scaffold1608,7733,27126,1,gene,CGI_10010667,transcript,EKC26016,StAR-related lipid transfer protein 9 
scaffold1608,31988,43520,1,gene,CGI_10010668,transcript,EKC26017,DNA mismatch repair protein Msh3 
scaffold1608,43846,45753,-1,gene,CGI_10010669,transcript,EKC26018,
scaffold1608,48448,49077,-1,gene,CGI_10010670,transcript,EKC26019,
scaffold1608,49257,49835,1,gene,CGI_10010671,transcript,EKC26020,
scaffold1608,53062,57256,-1,gene,CGI_10010672,transcript,EKC26021,tRNA (Adenine-N(1)-)-methyltransferase non-catalytic subunit TRM6 
scaffold1608,57853,58491,1,gene,CGI_10010673,transcript,EKC26022,
scaffold1608,59235,69733,-1,gene,CGI_10010674,transcript,EKC26023,Peroxisome assembly factor 2 
scaffold1608,72122,72385,1,gene,CGI_10010675,transcript,EKC26024,
scaffold1608,75219,91136,1,gene,CGI_10010676,transcript,EKC26025,Legumain 
scaffold1608,91683,92920,-1,gene,CGI_10010677,transcript,EKC26026,
scaffold1608,108771,134587,1,gene,CGI_10010678,transcript,EKC26027,
scaffold1608,142802,144564,-1,gene,CGI_10010679,transcript,EKC26028,
scaffold1608,157703,160389,-1,gene,CGI_10010680,transcript,EKC26029,Magnesium-dependent phosphatase 1 
scaffold1608,181037,188549,1,gene,CGI_10010681,transcript,EKC26030,Solute carrier organic anion transporter family member 4C1 
scaffold1608,198197,204520,1,gene,CGI_10010682,transcript,EKC26031,60S acidic ribosomal protein P0 
scaffold1608,206214,207203,-1,gene,CGI_10010683,transcript,EKC26032,
scaffold1608,216736,217713,-1,gene,CGI_10010684,transcript,EKC26033,Transcription factor E2F3 
scaffold1608,245081,246547,1,gene,CGI_10010685,transcript,EKC26034,Transient receptor potential cation channel subfamily V member 5 
scaffold1608,248360,261314,-1,gene,CGI_10010686,transcript,EKC26035,Potassium voltage-gated channel subfamily KQT member 5 
scaffold42364,5952,23975,-1,gene,CGI_10006717,transcript,EKC20149,Laccase-18 
scaffold42364,29845,34319,-1,gene,CGI_10006718,transcript,EKC20150,Glutathione S-transferase P 2 
scaffold42364,37898,43719,1,gene,CGI_10006719,transcript,EKC20151,
scaffold42364,44483,45534,1,gene,CGI_10006720,transcript,EKC20152,Dual serine/threonine and tyrosine protein kinase 
scaffold42364,47371,73499,-1,gene,CGI_10006721,transcript,EKC20153,PAB-dependent poly(A)-specific ribonuclease subunit 2 
scaffold42364,90428,92125,-1,gene,CGI_10006724,transcript,EKC20154,
scaffold42364,95609,99366,-1,gene,CGI_10006725,transcript,EKC20155,Complement C1q-like protein 4 
scaffold42364,102322,103314,-1,gene,CGI_10006726,transcript,EKC20156,Complement C1q-like protein 4 
scaffold42364,124273,129968,1,gene,CGI_10006727,transcript,EKC20157,Hepatocyte nuclear factor 6 
scaffold42364,133691,151228,-1,gene,CGI_10006728,transcript,EKC20158,
scaffold35136,12714,18442,-1,gene,CGI_10001410,transcript,EKC22823,Brefeldin A-inhibited guanine nucleotide-exchange protein 3 
scaffold35136,19283,21949,-1,gene,CGI_10001411,transcript,EKC22824,Brefeldin A-inhibited guanine nucleotide-exchange protein 3 
scaffold1897,14531,19239,1,gene,CGI_10020896,transcript,EKC23219,Vitamin D3 receptor A 
scaffold1897,26179,26466,-1,gene,CGI_10020897,transcript,EKC23220,
scaffold1897,30264,34049,-1,gene,CGI_10020899,transcript,EKC23221,Collagen alpha-1(XII) chain 
scaffold1897,46105,47846,-1,gene,CGI_10020900,transcript,EKC23222,
scaffold1897,51431,54333,1,gene,CGI_10020901,transcript,EKC23223,
scaffold1897,59198,60907,-1,gene,CGI_10020902,transcript,EKC23224,
scaffold1897,69654,83136,-1,gene,CGI_10020903,transcript,EKC23225,Synaptotagmin-17 
scaffold1897,97232,100589,1,gene,CGI_10020904,transcript,EKC23226,Transmembrane protein 26 
scaffold1897,103299,112372,1,gene,CGI_10020905,transcript,EKC23227,
scaffold1897,114360,117684,-1,gene,CGI_10020906,transcript,EKC23228,NAD-dependent deacetylase sirtuin-6 
scaffold1897,118477,121658,-1,gene,CGI_10020907,transcript,EKC23229,NAD-dependent deacetylase sirtuin-6 
scaffold1897,125277,127972,-1,gene,CGI_10020908,transcript,EKC23230,
scaffold1897,128280,132264,1,gene,CGI_10020909,transcript,EKC23231,
scaffold1897,135996,145724,-1,gene,CGI_10020910,transcript,EKC23232,Sorting nexin-8 
scaffold1897,147725,158966,1,gene,CGI_10020911,transcript,EKC23233,IQ domain-containing protein E 
scaffold1897,161987,164500,-1,gene,CGI_10020912,transcript,EKC23234,
scaffold1897,164725,169431,1,gene,CGI_10020913,transcript,EKC23235,U7 snRNA-associated Sm-like protein LSm11 
scaffold1897,173953,178624,-1,gene,CGI_10020915,transcript,EKC23236,H/ACA ribonucleoprotein complex non-core subunit NAF1 
scaffold1897,179380,186496,1,gene,CGI_10020916,transcript,EKC23237,Mitochondrial import inner membrane translocase subunit Tim23 
scaffold1897,190471,249775,-1,gene,CGI_10020917,transcript,EKC23238,BAI1-associated protein 3 
scaffold1897,251124,265766,-1,gene,CGI_10020918,transcript,EKC23239,
scaffold1897,266541,278494,1,gene,CGI_10020919,transcript,EKC23240,Tripartite motif-containing protein 13 
scaffold1897,280451,284199,1,gene,CGI_10020920,transcript,EKC23241,
scaffold1897,288676,295391,1,gene,CGI_10020921,transcript,EKC23242,Histone H2A 
scaffold1897,299279,321713,-1,gene,CGI_10020922,transcript,EKC23243,Heterogeneous nuclear ribonucleoprotein A/B 
scaffold1897,325482,333387,1,gene,CGI_10020924,transcript,EKC23244,
scaffold1897,334836,341709,1,gene,CGI_10020925,transcript,EKC23245,High-affinity choline transporter 1 
scaffold1897,344179,347455,1,gene,CGI_10020926,transcript,EKC23246,High-affinity choline transporter 1 
scaffold1897,382690,387935,-1,gene,CGI_10020928,transcript,EKC23247,
scaffold1897,388178,388690,1,gene,CGI_10020929,transcript,EKC23248,
scaffold1897,388726,393701,-1,gene,CGI_10020930,transcript,EKC23249,
scaffold1897,410724,425866,-1,gene,CGI_10020931,transcript,EKC23250,
scaffold1897,449065,452959,1,gene,CGI_10020932,transcript,EKC23251,
scaffold1897,455524,486844,-1,gene,CGI_10020933,transcript,EKC23252,B-cell linker protein 
scaffold1897,512810,514474,-1,gene,CGI_10020935,transcript,EKC23253,Tripartite motif-containing protein 2 
